Product ID,Product Name,Product Type,Net Quantity,Gross Sales,Discounts,Returns,Total Net Sales,Sales Date,Region,Sales Channel,Customer ID,Customer Segment,Salesperson ID,Discount Type,Return Reason,Order ID,Payment Method,,Months
8299,Product_8299,Home Decor,44,2313.58,366.42,75.69,1871.4699999999998,7/21/2024,South,Online,CUST_4819,High-value,SP_9884,Percentage,Not as Described,ORD_64455,Credit Card,,July
8406,Product_8406,Home Decor,17,4074.06,85.04,310.63,3678.39,7/21/2024,East,In-store,CUST_9821,Frequent,SP_5514,Percentage,Defective,ORD_60388,Credit Card,,July
8426,Product_8426,Home Decor,38,4529.57,75.58,277.01,4176.98,7/21/2024,West,In-store,CUST_2519,Frequent,SP_4355,Fixed Amount,Not as Described,ORD_48306,Online Payment,,July
8498,Product_8498,Basket,14,3441.64,456.56,378.78,2606.3,7/21/2024,North,In-store,CUST_1372,New,SP_6029,Fixed Amount,Change of Mind,ORD_38525,Cash,,July
8527,Product_8527,Art & Sculpture,34,2097.93,442.44,123.34,1532.1499999999999,7/21/2024,North,Online,CUST_5269,New,SP_6183,Fixed Amount,-,ORD_28532,Credit Card,,July
8534,Product_8534,Home Decor,50,4466.04,112.49,387.53,3966.0200000000004,7/21/2024,East,Online,CUST_1404,Frequent,SP_7497,Fixed Amount,Change of Mind,ORD_95340,Cash,,July
8577,Product_8577,Christmas,23,4980.76,167.61,335.6,4477.55,7/21/2024,West,In-store,CUST_6384,High-value,SP_2126,Fixed Amount,Not as Described,ORD_54765,Cash,,July
8584,Product_8584,Home Decor,8,3891.69,148.08,33.32,3710.29,7/21/2024,South,In-store,CUST_6327,Frequent,SP_7089,Percentage,Change of Mind,ORD_29438,Cash,,July
8605,Product_8605,Christmas,34,4769.04,367.21,30.47,4371.36,7/21/2024,North,In-store,CUST_8273,High-value,SP_4422,Percentage,Defective,ORD_26186,Cash,,July
8657,Product_8657,Basket,9,3977.58,11.41,68.84,3897.33,7/21/2024,West,Online,CUST_7856,New,SP_8924,Percentage,Not as Described,ORD_95710,Online Payment,,July
8692,Product_8692,Basket,21,2801.22,351.8,289.45,2159.97,7/21/2024,North,Online,CUST_5689,High-value,SP_7692,Percentage,Defective,ORD_17811,Cash,,July
8732,Product_8732,Art & Sculpture,46,2994.26,354.56,228.89,2410.8100000000004,7/21/2024,North,Online,CUST_2879,High-value,SP_1889,Fixed Amount,Defective,ORD_74370,Credit Card,,July
8750,Product_8750,Art & Sculpture,43,2840.63,241.28,28.32,2571.0299999999997,7/21/2024,South,Online,CUST_9625,High-value,SP_9571,Percentage,Change of Mind,ORD_36656,Credit Card,,July
8754,Product_8754,Art & Sculpture,13,2561.48,184.1,222.7,2154.6800000000003,7/21/2024,East,Online,CUST_9178,Frequent,SP_1877,Percentage,Change of Mind,ORD_93635,Online Payment,,July
8830,Product_8830,Christmas,27,4988.79,216.59,452.95,4319.25,7/21/2024,South,Online,CUST_4768,High-value,SP_2140,Percentage,-,ORD_52235,Cash,,July
8851,Product_8851,Basket,21,3423.42,320.59,172.8,2930.0299999999997,7/21/2024,East,In-store,CUST_9769,Frequent,SP_7392,Fixed Amount,Not as Described,ORD_89849,Online Payment,,July
8873,Product_8873,Basket,13,2356.31,182.29,291.42,1882.6,7/21/2024,North,Online,CUST_7254,New,SP_4871,Fixed Amount,Defective,ORD_60322,Online Payment,,July
8878,Product_8878,Christmas,10,4746.54,289.84,334.97,4121.73,7/21/2024,East,Online,CUST_7154,High-value,SP_8816,Fixed Amount,-,ORD_31301,Cash,,July
8887,Product_8887,Home Decor,23,4882.61,309.76,149.12,4423.73,7/21/2024,East,In-store,CUST_2332,High-value,SP_5476,Percentage,Change of Mind,ORD_29881,Credit Card,,July
8964,Product_8964,Basket,21,2514.74,275.63,64.92,2174.1899999999996,7/21/2024,East,In-store,CUST_3811,High-value,SP_4830,Fixed Amount,Defective,ORD_85975,Cash,,July
8992,Product_8992,Home Decor,36,2027.06,59.05,72.96,1895.05,7/21/2024,East,Online,CUST_3101,Frequent,SP_2592,Percentage,Change of Mind,ORD_98030,Cash,,July
9068,Product_9068,Art & Sculpture,36,2278.57,190.29,406.94,1681.3400000000001,7/21/2024,South,Online,CUST_2379,New,SP_8977,Fixed Amount,Not as Described,ORD_65144,Cash,,July
9118,Product_9118,Home Decor,46,1381.47,9.64,278.66,1093.1699999999998,7/21/2024,West,Online,CUST_6664,High-value,SP_4197,Percentage,Not as Described,ORD_76843,Cash,,July
9137,Product_9137,Christmas,23,4189.98,8.28,97.48,4084.22,7/21/2024,East,Online,CUST_3413,Frequent,SP_9865,Percentage,Not as Described,ORD_72109,Online Payment,,July
9146,Product_9146,Art & Sculpture,31,2566.82,431.66,27.48,2107.6800000000003,7/21/2024,East,In-store,CUST_2739,High-value,SP_7693,Percentage,Defective,ORD_73484,Online Payment,,July
9203,Product_9203,Art & Sculpture,50,2521.55,377.83,141.05,2002.6700000000003,7/21/2024,South,Online,CUST_4352,Frequent,SP_3022,Percentage,Defective,ORD_48322,Cash,,July
9206,Product_9206,Basket,47,4884.84,241.66,433.1,4210.08,7/21/2024,West,Online,CUST_8173,Frequent,SP_5569,Fixed Amount,Defective,ORD_46522,Online Payment,,July
9217,Product_9217,Christmas,50,4020.29,90.07,194.88,3735.3399999999997,7/21/2024,East,In-store,CUST_9111,High-value,SP_2303,Percentage,Change of Mind,ORD_37620,Credit Card,,July
9310,Product_9310,Home Decor,46,3325.95,482.34,492.08,2351.5299999999997,7/21/2024,North,In-store,CUST_3531,New,SP_1038,Fixed Amount,Change of Mind,ORD_92357,Online Payment,,July
9421,Product_9421,Home Decor,8,2927.81,161.08,137.8,2628.93,7/21/2024,East,Online,CUST_1615,High-value,SP_4822,Percentage,Change of Mind,ORD_22982,Online Payment,,July
9448,Product_9448,Basket,11,2822.94,450.88,306.83,2065.23,7/21/2024,West,Online,CUST_9021,High-value,SP_8176,Percentage,-,ORD_68495,Credit Card,,July
9478,Product_9478,Christmas,19,1554.46,222.31,467.71,864.44,7/21/2024,South,Online,CUST_5056,High-value,SP_3324,Fixed Amount,-,ORD_33713,Cash,,July
9512,Product_9512,Basket,40,4306.22,229.7,101.89,3974.6300000000006,7/21/2024,South,Online,CUST_7413,High-value,SP_3132,Fixed Amount,Change of Mind,ORD_83733,Credit Card,,July
9535,Product_9535,Home Decor,8,1325.84,305.63,363.28,656.93,7/21/2024,North,In-store,CUST_5246,New,SP_5941,Fixed Amount,-,ORD_85705,Online Payment,,July
9566,Product_9566,Art & Sculpture,25,2123.63,295.33,336.98,1491.3200000000002,7/21/2024,West,In-store,CUST_6695,Frequent,SP_4369,Percentage,-,ORD_76335,Cash,,July
9581,Product_9581,Home Decor,50,2664.39,206.41,49.23,2408.75,7/21/2024,West,In-store,CUST_2191,Frequent,SP_7868,Fixed Amount,Change of Mind,ORD_20654,Cash,,July
9602,Product_9602,Basket,23,2941.29,485.77,260.52,2195,7/21/2024,North,In-store,CUST_1348,High-value,SP_4445,Fixed Amount,-,ORD_17514,Online Payment,,July
9607,Product_9607,Christmas,31,1068.57,237.23,190.78,640.56,7/21/2024,East,In-store,CUST_2812,New,SP_2658,Percentage,Defective,ORD_63285,Credit Card,,July
9632,Product_9632,Christmas,35,3875.3,111.19,493.46,3270.65,7/21/2024,East,In-store,CUST_2392,Frequent,SP_5258,Fixed Amount,Defective,ORD_17990,Credit Card,,July
9646,Product_9646,Basket,34,2038.4,390,348.57,1299.8300000000002,7/21/2024,West,In-store,CUST_4113,Frequent,SP_4468,Percentage,Defective,ORD_57135,Online Payment,,July
9695,Product_9695,Home Decor,43,3857.35,406.65,58.57,3392.1299999999997,7/21/2024,South,Online,CUST_5656,New,SP_3349,Fixed Amount,Defective,ORD_37953,Cash,,July
9744,Product_9744,Art & Sculpture,44,1215.42,415.78,34.8,764.8400000000001,7/21/2024,West,In-store,CUST_1509,Frequent,SP_5113,Percentage,Defective,ORD_44599,Online Payment,,July
9798,Product_9798,Home Decor,35,3796.18,189.53,192.03,3414.6199999999994,7/21/2024,West,Online,CUST_4956,High-value,SP_3767,Fixed Amount,Change of Mind,ORD_12093,Online Payment,,July
9854,Product_9854,Basket,37,4952.6,145.29,321.61,4485.700000000001,7/21/2024,East,Online,CUST_3870,Frequent,SP_8447,Fixed Amount,Not as Described,ORD_27618,Online Payment,,July
9881,Product_9881,Art & Sculpture,20,3105.09,273.6,34.34,2797.15,7/21/2024,South,In-store,CUST_3537,New,SP_4278,Fixed Amount,Change of Mind,ORD_44494,Cash,,July
9927,Product_9927,Christmas,6,1111.25,267.73,402.46,441.06,7/21/2024,West,In-store,CUST_9155,New,SP_4341,Percentage,Defective,ORD_24281,Cash,,July
9981,Product_9981,Christmas,5,2409.55,296.6,271.99,1840.9600000000003,7/21/2024,North,Online,CUST_8211,New,SP_8797,Percentage,-,ORD_13008,Cash,,July
9988,Product_9988,Basket,9,2621.84,74.85,233.14,2313.8500000000004,7/21/2024,South,Online,CUST_3869,High-value,SP_1228,Percentage,Change of Mind,ORD_88622,Credit Card,,July
9990,Product_9990,Basket,16,1704.6,240.7,345.95,1117.9499999999998,7/21/2024,West,Online,CUST_4575,New,SP_2132,Fixed Amount,-,ORD_67364,Cash,,July
5,Product_5,Home Decor,28,1616.14,115.54,91.99,1408.6100000000001,7/22/2024,East,In-store,CUST_9634,Frequent,SP_9598,Fixed Amount,Defective,ORD_57538,Credit Card,,July
16,Product_16,Basket,21,1874.64,412.64,394.61,1067.3899999999999,7/22/2024,South,In-store,CUST_7949,High-value,SP_9791,Fixed Amount,Not as Described,ORD_77291,Credit Card,,July
23,Product_23,Christmas,46,2387.36,483.73,450.95,1452.68,7/22/2024,East,Online,CUST_2746,New,SP_7281,Fixed Amount,-,ORD_29989,Credit Card,,July
54,Product_54,Art & Sculpture,13,4487.3,266.85,403.89,3816.56,7/22/2024,East,In-store,CUST_1996,Frequent,SP_6578,Fixed Amount,-,ORD_76813,Online Payment,,July
94,Product_94,Christmas,18,1059.98,320.19,314.29,425.49999999999994,7/22/2024,East,In-store,CUST_7028,High-value,SP_6137,Percentage,Not as Described,ORD_77474,Cash,,July
117,Product_117,Home Decor,7,4812.74,84.3,49.01,4679.429999999999,7/22/2024,East,Online,CUST_8242,High-value,SP_1995,Fixed Amount,Not as Described,ORD_19157,Cash,,July
175,Product_175,Home Decor,14,2139.07,34.94,191.76,1912.3700000000001,7/22/2024,South,In-store,CUST_2538,Frequent,SP_7567,Fixed Amount,Defective,ORD_63845,Credit Card,,July
194,Product_194,Basket,19,3208.24,358.6,352.03,2497.6099999999997,7/22/2024,East,In-store,CUST_4065,New,SP_1826,Percentage,-,ORD_54471,Credit Card,,July
202,Product_202,Christmas,15,1804.49,467.89,285.72,1050.8799999999999,7/22/2024,North,Online,CUST_1098,High-value,SP_1347,Fixed Amount,Not as Described,ORD_80631,Online Payment,,July
227,Product_227,Basket,13,1071.65,331.16,407.65,332.84000000000003,7/22/2024,West,In-store,CUST_5562,Frequent,SP_2139,Percentage,Change of Mind,ORD_31343,Cash,,July
283,Product_283,Basket,35,1587.42,98.72,318.95,1169.75,7/22/2024,West,In-store,CUST_2058,New,SP_5077,Fixed Amount,Defective,ORD_15886,Credit Card,,July
292,Product_292,Home Decor,18,2582.92,407.06,41.73,2134.13,7/22/2024,West,In-store,CUST_2275,High-value,SP_9397,Fixed Amount,-,ORD_38959,Credit Card,,July
299,Product_299,Basket,10,3913.06,334.55,197.64,3380.87,7/22/2024,North,Online,CUST_3049,New,SP_4124,Fixed Amount,Defective,ORD_27892,Credit Card,,July
326,Product_326,Art & Sculpture,49,3265.14,373.95,442.69,2448.5,7/22/2024,North,Online,CUST_4262,High-value,SP_7931,Fixed Amount,Change of Mind,ORD_21915,Cash,,July
331,Product_331,Art & Sculpture,45,3162.11,401.73,155.5,2604.88,7/22/2024,North,In-store,CUST_1788,High-value,SP_4208,Percentage,Change of Mind,ORD_85635,Cash,,July
364,Product_364,Basket,48,1560.82,139.54,296.05,1125.23,7/22/2024,West,In-store,CUST_8217,High-value,SP_9432,Fixed Amount,Change of Mind,ORD_53189,Cash,,July
376,Product_376,Home Decor,28,2160.93,85.85,74.3,2000.78,7/22/2024,West,Online,CUST_6955,Frequent,SP_3201,Percentage,Change of Mind,ORD_22584,Online Payment,,July
395,Product_395,Basket,6,3693.6,22.45,446.95,3224.2000000000003,7/22/2024,South,Online,CUST_9679,New,SP_5438,Fixed Amount,Change of Mind,ORD_35315,Credit Card,,July
414,Product_414,Home Decor,22,1699.79,461.22,171.09,1067.48,7/22/2024,East,Online,CUST_8467,Frequent,SP_3553,Fixed Amount,Change of Mind,ORD_90030,Cash,,July
445,Product_445,Basket,26,2067.6,88.45,473.94,1505.2099999999998,7/22/2024,West,In-store,CUST_2226,Frequent,SP_3345,Percentage,Defective,ORD_42394,Online Payment,,July
448,Product_448,Christmas,5,1057.45,369.8,496.85,190.80000000000007,7/22/2024,West,Online,CUST_2486,High-value,SP_3943,Fixed Amount,-,ORD_55991,Credit Card,,July
455,Product_455,Christmas,5,4228.79,257.68,163.84,3807.27,7/22/2024,East,Online,CUST_3949,High-value,SP_3122,Percentage,-,ORD_79476,Online Payment,,July
479,Product_479,Basket,46,2409.64,422.75,385.46,1601.4299999999998,7/22/2024,West,Online,CUST_3249,High-value,SP_4392,Fixed Amount,Not as Described,ORD_68954,Cash,,July
520,Product_520,Art & Sculpture,46,1944.55,316.82,255.07,1372.66,7/22/2024,East,Online,CUST_6046,New,SP_8784,Percentage,Change of Mind,ORD_27386,Online Payment,,July
529,Product_529,Christmas,35,3465.83,38.18,212.36,3215.29,7/22/2024,East,Online,CUST_9977,Frequent,SP_4128,Percentage,Not as Described,ORD_31724,Online Payment,,July
530,Product_530,Christmas,8,1024.01,455.45,375.39,193.16999999999996,7/22/2024,South,In-store,CUST_6763,New,SP_8095,Percentage,Defective,ORD_28826,Credit Card,,July
548,Product_548,Art & Sculpture,46,3149.53,196.65,94.31,2858.57,7/22/2024,West,In-store,CUST_4323,Frequent,SP_7337,Fixed Amount,Defective,ORD_84925,Cash,,July
619,Product_619,Art & Sculpture,50,1666,236.22,7.71,1422.07,7/22/2024,South,Online,CUST_2035,Frequent,SP_4005,Percentage,-,ORD_84543,Cash,,July
654,Product_654,Christmas,30,1303.21,102.89,443.88,756.4399999999999,7/22/2024,North,In-store,CUST_8196,Frequent,SP_8935,Percentage,-,ORD_49677,Online Payment,,July
657,Product_657,Home Decor,33,2123.69,206.02,470,1447.67,7/22/2024,North,In-store,CUST_4348,High-value,SP_3554,Fixed Amount,-,ORD_12647,Credit Card,,July
676,Product_676,Art & Sculpture,5,1663.74,228.94,215.97,1218.83,7/22/2024,West,Online,CUST_2166,High-value,SP_5268,Fixed Amount,Not as Described,ORD_61989,Cash,,July
789,Product_789,Art & Sculpture,45,2474.53,192.4,303.45,1978.68,7/22/2024,East,In-store,CUST_7562,New,SP_7610,Percentage,Not as Described,ORD_96132,Online Payment,,July
814,Product_814,Christmas,40,1181.47,409.91,238.45,533.1099999999999,7/22/2024,South,In-store,CUST_4513,New,SP_4143,Fixed Amount,Not as Described,ORD_37757,Credit Card,,July
853,Product_853,Home Decor,31,4439.98,206.69,458.21,3775.08,7/22/2024,North,Online,CUST_7769,Frequent,SP_4185,Percentage,Change of Mind,ORD_20221,Credit Card,,July
873,Product_873,Art & Sculpture,20,1714.79,428.38,284.96,1001.4499999999998,7/22/2024,West,Online,CUST_6001,High-value,SP_6969,Fixed Amount,Not as Described,ORD_89046,Online Payment,,July
881,Product_881,Christmas,29,4038,415.67,23.88,3598.45,7/22/2024,South,Online,CUST_8611,New,SP_2390,Fixed Amount,Defective,ORD_22992,Credit Card,,July
957,Product_957,Art & Sculpture,31,4658.26,429.98,138.93,4089.350000000001,7/22/2024,South,In-store,CUST_8501,New,SP_6902,Percentage,Defective,ORD_56124,Online Payment,,July
988,Product_988,Art & Sculpture,42,3447.67,162.63,304.26,2980.7799999999997,7/22/2024,East,Online,CUST_7178,Frequent,SP_4928,Fixed Amount,Change of Mind,ORD_32837,Cash,,July
1006,Product_1006,Christmas,38,1534.9,390.25,378.11,766.5400000000001,7/22/2024,South,Online,CUST_6390,Frequent,SP_6753,Percentage,Change of Mind,ORD_12080,Cash,,July
1019,Product_1019,Christmas,44,1926.3,332.46,391.17,1202.6699999999998,7/22/2024,East,Online,CUST_6638,New,SP_8596,Percentage,Change of Mind,ORD_58370,Online Payment,,July
1069,Product_1069,Home Decor,12,4258.54,168.98,391.89,3697.67,7/22/2024,East,Online,CUST_6641,Frequent,SP_4173,Percentage,-,ORD_10051,Cash,,July
1086,Product_1086,Christmas,15,3721.61,318.49,337.69,3065.43,7/22/2024,South,Online,CUST_8174,New,SP_4101,Percentage,Change of Mind,ORD_42867,Credit Card,,July
1088,Product_1088,Christmas,7,2002.96,475.99,490.24,1036.73,7/22/2024,North,In-store,CUST_5504,Frequent,SP_1299,Percentage,-,ORD_44951,Online Payment,,July
1093,Product_1093,Basket,14,1250.38,465.37,477.69,307.3200000000001,7/22/2024,East,In-store,CUST_6142,Frequent,SP_4976,Fixed Amount,Defective,ORD_60047,Online Payment,,July
1097,Product_1097,Christmas,45,2428.64,463.75,223.71,1741.1799999999998,7/22/2024,North,In-store,CUST_6179,Frequent,SP_3369,Percentage,-,ORD_19214,Credit Card,,July
1116,Product_1116,Basket,44,2006.79,395.11,278.42,1333.2599999999998,7/22/2024,South,Online,CUST_4932,Frequent,SP_1056,Percentage,Defective,ORD_80367,Cash,,July
1138,Product_1138,Art & Sculpture,6,4903.03,434.64,320.19,4148.2,7/22/2024,North,In-store,CUST_2935,Frequent,SP_5008,Percentage,-,ORD_35326,Credit Card,,July
1147,Product_1147,Home Decor,9,1605.98,471.11,477.61,657.2599999999999,7/22/2024,North,In-store,CUST_3182,High-value,SP_9520,Percentage,-,ORD_58547,Online Payment,,July
1174,Product_1174,Home Decor,11,1701.29,481.88,179.46,1039.9499999999998,7/22/2024,West,In-store,CUST_3868,New,SP_1427,Fixed Amount,-,ORD_48746,Cash,,July
1247,Product_1247,Christmas,6,1109.43,124.87,374.74,609.82,7/22/2024,South,Online,CUST_2754,High-value,SP_5241,Fixed Amount,Defective,ORD_36306,Online Payment,,July
1296,Product_1296,Christmas,36,1936.69,106.38,455.03,1375.28,7/22/2024,North,Online,CUST_5332,High-value,SP_1018,Fixed Amount,Not as Described,ORD_13896,Cash,,July
1301,Product_1301,Art & Sculpture,21,2740.91,26.98,134.56,2579.37,7/22/2024,East,Online,CUST_4864,New,SP_5727,Percentage,-,ORD_26547,Credit Card,,July
1331,Product_1331,Christmas,19,1494.09,409.97,382.93,701.1899999999998,7/22/2024,East,In-store,CUST_2666,Frequent,SP_6608,Fixed Amount,Change of Mind,ORD_21404,Online Payment,,July
1422,Product_1422,Christmas,28,1242.09,215.43,128.4,898.2599999999999,7/22/2024,West,Online,CUST_2487,New,SP_2118,Fixed Amount,Not as Described,ORD_90118,Cash,,July
1522,Product_1522,Home Decor,39,4007.91,422.83,273.02,3312.06,7/22/2024,North,Online,CUST_1150,New,SP_3328,Fixed Amount,-,ORD_79486,Cash,,July
1592,Product_1592,Basket,5,2262.15,92.9,466.35,1702.9,7/22/2024,East,Online,CUST_7066,New,SP_7908,Percentage,Not as Described,ORD_52079,Credit Card,,July
1671,Product_1671,Art & Sculpture,44,2292.14,443.43,243.41,1605.2999999999997,7/22/2024,North,Online,CUST_5027,Frequent,SP_4826,Fixed Amount,Defective,ORD_48083,Credit Card,,July
1687,Product_1687,Basket,46,2200.84,439.36,441.71,1319.77,7/22/2024,West,In-store,CUST_7339,High-value,SP_6963,Fixed Amount,Defective,ORD_88497,Credit Card,,July
1728,Product_1728,Christmas,15,2827.03,384.1,2.09,2440.84,7/22/2024,East,Online,CUST_2433,High-value,SP_8970,Fixed Amount,Change of Mind,ORD_80136,Online Payment,,July
1740,Product_1740,Home Decor,33,4136.31,333.07,137.48,3665.76,7/22/2024,East,In-store,CUST_4435,New,SP_8712,Percentage,Defective,ORD_26207,Credit Card,,July
1744,Product_1744,Basket,17,3150.57,416.62,202.09,2531.86,7/22/2024,West,In-store,CUST_3435,New,SP_2832,Percentage,Defective,ORD_99295,Credit Card,,July
1883,Product_1883,Home Decor,15,4293.31,17.52,188.68,4087.11,7/22/2024,West,In-store,CUST_3683,New,SP_7066,Percentage,Change of Mind,ORD_95650,Online Payment,,July
1897,Product_1897,Basket,9,4071.1,324.68,236.56,3509.86,7/22/2024,South,Online,CUST_2483,High-value,SP_2295,Percentage,Not as Described,ORD_14084,Credit Card,,July
1960,Product_1960,Basket,39,3170.29,68,128.28,2974.0099999999998,7/22/2024,South,Online,CUST_5343,Frequent,SP_9168,Percentage,Defective,ORD_41956,Online Payment,,July
1967,Product_1967,Christmas,23,1428.41,479.85,239.44,709.1200000000001,7/22/2024,South,In-store,CUST_9960,New,SP_4956,Percentage,Change of Mind,ORD_92988,Credit Card,,July
1968,Product_1968,Art & Sculpture,31,4671.21,486.14,76.28,4108.79,7/22/2024,North,In-store,CUST_9518,Frequent,SP_6312,Fixed Amount,-,ORD_40326,Credit Card,,July
2107,Product_2107,Home Decor,19,3575.61,205.22,89.82,3280.57,7/22/2024,North,In-store,CUST_7205,New,SP_6421,Percentage,Change of Mind,ORD_89628,Online Payment,,July
2130,Product_2130,Christmas,38,2011.78,377.55,165.89,1468.3400000000001,7/22/2024,West,In-store,CUST_8216,Frequent,SP_4671,Fixed Amount,Defective,ORD_30763,Online Payment,,July
2136,Product_2136,Basket,21,4786.61,304.15,267.5,4214.96,7/22/2024,South,Online,CUST_9214,New,SP_4188,Fixed Amount,-,ORD_56775,Cash,,July
2138,Product_2138,Home Decor,6,2075.78,347.77,51.62,1676.3900000000003,7/22/2024,West,Online,CUST_6815,High-value,SP_4073,Percentage,Not as Described,ORD_50566,Online Payment,,July
2178,Product_2178,Christmas,16,3078.35,446.73,201.5,2430.12,7/22/2024,South,In-store,CUST_2143,High-value,SP_1583,Fixed Amount,Not as Described,ORD_82378,Cash,,July
2282,Product_2282,Art & Sculpture,32,2644.48,440.17,236.93,1967.3799999999999,7/22/2024,East,Online,CUST_6067,High-value,SP_6485,Percentage,Change of Mind,ORD_41379,Credit Card,,July
2310,Product_2310,Art & Sculpture,45,1401.35,478.42,319.87,603.0599999999998,7/22/2024,West,Online,CUST_6610,New,SP_8395,Fixed Amount,-,ORD_13489,Cash,,July
2334,Product_2334,Basket,35,3947.73,128.73,12.76,3806.24,7/22/2024,West,Online,CUST_9434,New,SP_8240,Fixed Amount,-,ORD_78893,Cash,,July
2343,Product_2343,Home Decor,46,1277.89,37.97,188.54,1051.38,7/22/2024,East,Online,CUST_2799,High-value,SP_5609,Fixed Amount,Defective,ORD_74237,Credit Card,,July
2352,Product_2352,Home Decor,35,2154.35,443.35,432.91,1278.09,7/22/2024,East,Online,CUST_9513,Frequent,SP_8136,Fixed Amount,Defective,ORD_12919,Online Payment,,July
2409,Product_2409,Art & Sculpture,33,1063.49,364.62,300.36,398.51,7/22/2024,South,In-store,CUST_3354,High-value,SP_5600,Fixed Amount,Change of Mind,ORD_25104,Cash,,July
2421,Product_2421,Home Decor,20,4705.03,401.16,76.09,4227.78,7/22/2024,South,In-store,CUST_9662,New,SP_9396,Percentage,Change of Mind,ORD_69894,Credit Card,,July
2460,Product_2460,Art & Sculpture,7,4272.68,109.21,308.55,3854.92,7/22/2024,North,Online,CUST_4513,High-value,SP_2768,Fixed Amount,Defective,ORD_44331,Credit Card,,July
2533,Product_2533,Basket,26,1947.37,24.12,288.4,1634.85,7/22/2024,South,Online,CUST_5184,Frequent,SP_2604,Percentage,Defective,ORD_13318,Cash,,July
2593,Product_2593,Home Decor,6,3207.38,1.91,156.17,3049.3,7/22/2024,East,In-store,CUST_1058,Frequent,SP_8870,Fixed Amount,Change of Mind,ORD_57462,Online Payment,,July
2597,Product_2597,Art & Sculpture,18,1937.75,258.02,328.09,1351.64,7/22/2024,North,Online,CUST_1426,Frequent,SP_7401,Fixed Amount,Defective,ORD_16458,Online Payment,,July
2600,Product_2600,Art & Sculpture,26,2189.02,395.61,41.77,1751.6399999999999,7/22/2024,West,Online,CUST_4558,Frequent,SP_7751,Percentage,Change of Mind,ORD_40725,Credit Card,,July
2609,Product_2609,Home Decor,20,2999.26,496.63,2.87,2499.76,7/22/2024,West,Online,CUST_9676,New,SP_7277,Percentage,Change of Mind,ORD_17046,Credit Card,,July
2679,Product_2679,Christmas,36,2220.82,254.34,287.3,1679.1800000000003,7/22/2024,South,Online,CUST_8487,Frequent,SP_1786,Fixed Amount,-,ORD_27545,Online Payment,,July
2691,Product_2691,Home Decor,42,1936.22,234.87,491.96,1209.3899999999999,7/22/2024,North,In-store,CUST_8607,New,SP_3566,Fixed Amount,Not as Described,ORD_47578,Credit Card,,July
2731,Product_2731,Basket,41,3366.19,119.97,278.51,2967.71,7/22/2024,North,Online,CUST_2778,High-value,SP_4457,Percentage,Not as Described,ORD_72661,Cash,,July
2820,Product_2820,Art & Sculpture,44,1693.55,147.49,182.82,1363.24,7/22/2024,West,Online,CUST_5135,High-value,SP_3215,Fixed Amount,Not as Described,ORD_50936,Credit Card,,July
2838,Product_2838,Basket,44,1594.11,152.98,294.49,1146.6399999999999,7/22/2024,West,In-store,CUST_4906,New,SP_4313,Fixed Amount,Not as Described,ORD_40068,Online Payment,,July
2891,Product_2891,Christmas,16,1110.63,262.84,402.47,445.32000000000016,7/22/2024,South,Online,CUST_4142,High-value,SP_2535,Fixed Amount,-,ORD_37103,Credit Card,,July
2900,Product_2900,Basket,43,2187.15,440.51,348.43,1398.21,7/22/2024,West,In-store,CUST_3493,New,SP_5725,Percentage,Change of Mind,ORD_41067,Credit Card,,July
2909,Product_2909,Basket,14,4801.71,70.36,466.21,4265.14,7/22/2024,North,In-store,CUST_9365,Frequent,SP_3033,Percentage,Change of Mind,ORD_61192,Cash,,July
2916,Product_2916,Basket,26,2266.22,490.38,143.3,1632.5399999999997,7/22/2024,West,Online,CUST_6707,High-value,SP_9792,Percentage,Defective,ORD_55702,Online Payment,,July
2948,Product_2948,Christmas,14,4949.7,243.29,352.05,4354.36,7/22/2024,North,Online,CUST_9986,High-value,SP_5047,Fixed Amount,Change of Mind,ORD_75796,Credit Card,,July
2972,Product_2972,Basket,45,4421.86,246.78,249.95,3925.13,7/22/2024,East,Online,CUST_7058,New,SP_4730,Percentage,Not as Described,ORD_34459,Credit Card,,July
3015,Product_3015,Christmas,27,2433.06,251.91,6.68,2174.4700000000003,7/22/2024,North,In-store,CUST_6383,New,SP_3122,Percentage,Not as Described,ORD_66678,Credit Card,,July
3028,Product_3028,Christmas,41,4436.96,296.15,124.11,4016.7000000000003,7/22/2024,North,In-store,CUST_7356,High-value,SP_3929,Fixed Amount,-,ORD_86390,Online Payment,,July
3032,Product_3032,Christmas,33,4197.42,28.86,41.44,4127.120000000001,7/22/2024,North,Online,CUST_3712,Frequent,SP_7253,Fixed Amount,-,ORD_22407,Cash,,July
3222,Product_3222,Basket,39,3900.97,455.27,142.73,3302.97,7/22/2024,East,Online,CUST_9585,New,SP_6392,Fixed Amount,-,ORD_95691,Cash,,July
3257,Product_3257,Basket,14,4649.59,29.41,460.95,4159.2300000000005,7/22/2024,South,Online,CUST_9852,High-value,SP_2368,Fixed Amount,-,ORD_29667,Online Payment,,July
3270,Product_3270,Christmas,34,4899.03,300.11,225.28,4373.64,7/22/2024,East,Online,CUST_6823,New,SP_5530,Percentage,-,ORD_24539,Online Payment,,July
3272,Product_3272,Basket,17,3057.35,153.56,300.47,2603.3199999999997,7/22/2024,West,Online,CUST_1019,High-value,SP_2135,Percentage,Defective,ORD_42734,Online Payment,,July
